name,link,tag
6 Top Video on demand platform to Start a Streaming Website in 2020,https://viblo.asia/p/6-top-video-on-demand-platform-to-start-a-streaming-website-in-2020-maGK70GLZj2,video on demand
Tìm Hiểu Về Cấu Trúc Dữ Liệu Cây Tìm Kiếm Ưu Tiên (PST),https://viblo.asia/p/tim-hieu-ve-cau-truc-du-lieu-cay-tim-kiem-uu-tien-pst-E375z766KGW,priority search tree
Handling custom page navigation on Next.js,https://viblo.asia/p/handling-custom-page-navigation-on-nextjs-YWOZrjoPZQ0,nextjs
So sánh từ khóa Var và Dynamic trong C#,https://viblo.asia/p/so-sanh-tu-khoa-var-va-dynamic-trong-c-m68Z0PPMZkG,c#
Upload file ajax với FormData,https://viblo.asia/p/upload-file-ajax-voi-formdata-LzD5dL2e5jY,ajax
Viết  document cho API dễ dàng với Swagger.,https://viblo.asia/p/viet-document-cho-api-de-dang-voi-swagger-m68Z0PAMZkG,swagger
TracePoint trong Ruby,https://viblo.asia/p/tracepoint-trong-ruby-1Je5EQQ15nL,ruby
Giới thiệu 1 số thư viện load ảnh trong Android,https://viblo.asia/p/gioi-thieu-1-so-thu-vien-load-anh-trong-android-1VgZvD675Aw,android
NodeJS những kinh nghiệm dự án,https://viblo.asia/s/AyK8VmM6lxX,lodash
Làm Game với Construct 3,https://viblo.asia/s/eVKByaoJ5kW,cordova plugin
PHP   &   Laravel,https://viblo.asia/s/P0lPmrO85ox,eloquent
Docker for Newbie - 0 to Hero,https://viblo.asia/s/W65GEjk9ZDO,docker
Báo khoa học trong vòng 5 phút?,https://viblo.asia/s/rLZDX4YnZk0,information embedding
Tìm hiểu In App Purchase trong Flutter,https://viblo.asia/s/J3ZgB86RKmB,ios payment
Tự học Natural Language Processing,https://viblo.asia/s/GJ59jLwxKX2,feature engineering
Series cùng bần đạo tìm hiểu về send email với laravel,https://viblo.asia/s/VgZvE2WmKAw,job
Xây dựng ứng dụng không server với React Native và AWS,https://viblo.asia/s/DVK2jP00KLj,amazon web services (aws)
Các package hữu ích với VueJs,https://viblo.asia/s/aGK7jNdA5j2,vue-materialize-datatable
Học và làm Vue.js,https://viblo.asia/s/VgZvE2WMKAw,vuejs
Cùng nhau nghiên cứu Angular 7,https://viblo.asia/s/jy5VB2nM5ra,angular 7
Clean Code (Translated),https://viblo.asia/s/J3ZgBpvEKmB,clean code
Nghịch Google Cloud,https://viblo.asia/s/3m5WBNgglO7,kubernetes engine
"Series Hướng dẫn Spring Boot căn bản, Zero to Hero",https://viblo.asia/s/J3ZgBpLLKmB,spring mvc
Thông báo (Notification) trong android với Firebase Cloud Messaging,https://viblo.asia/s/P0lPmJRb5ox,firebase cloud messaging
"Tự học NodeJS, NodeJS cho mobile",https://viblo.asia/s/P0lPmJ7p5ox,node.js
"Tìm hiểu công nghệ Blockchain, thuật ngữ cơ bản của công nghệ Blockchain",https://viblo.asia/s/WrZngQkrlxw,tìm hiểu blockchain
"Xây dựng ứng dụng CRUD với Nodejs, Typescript và MongoDB",https://viblo.asia/s/aGK7jNab5j2,express
HYBRID AUTOMATION FRAMEWORK (Python test automation),https://viblo.asia/s/4x5xpq9w5BM,testing framework
"Symbols, Iterators, Generators, Async/Await và Async Iterators trong Javascript",https://viblo.asia/s/L6lAye1glek,iterator
Ruby Metaprogramming,https://viblo.asia/s/P856j2795Y3,metaprogramming
"DApps, hoạt động và cách tạo ra chúng",https://viblo.asia/s/jeZ10773KWz,learn blockchain
Cùng tìm hiểu về ReactJS,https://viblo.asia/s/MnKMJDRmZ7P,ruby on rails
Tìm hiểu về Cassandra,https://viblo.asia/s/QqKLv3RNl7z,cassandra
Javascript in depth,https://viblo.asia/s/yEZkgnj4ZQ0,compiler
Design Pattern Ruby,https://viblo.asia/s/P0lPmJGg5ox,design pattern
Học php và laravel 5.5,https://viblo.asia/s/WrZngQVnlxw,laravel
JavaScript Cơ bản,https://viblo.asia/s/eVKByjkJ5kW,sort array
Android Jetpack - Android Architecture Components,https://viblo.asia/s/J3ZgBp0BKmB,android architecture
Tìm hiểu về BEM - A Front End Methodology,https://viblo.asia/s/MnKMJD2aZ7P,coding style
Thủ thuật trong Javascript,https://viblo.asia/s/QqKLv3e0l7z,javascript
Kinh nghiệm làm việc cho công ty product – Làm sao học và kiếm triệu đô từ blockchain,https://toidicodedao.com/2020/05/26/kinh-nghiem-lam-viec-cho-cong-ty-product-lam-sao-hoc-va-kiem-trieu-do-tu-blockchain/,kinh nghiệm học blockchain
Code bạn viết ra sẽ méo bao giờ hoàn hảo hoặc hoàn toàn clean – But that’s okay!,https://toidicodedao.com/2019/08/27/code-ban-viet-ra-se-meo-bao-gio-hoan-hao-hoac-hoan-toan-clean-but-thats-okay/,uncle bob
Lightning Talk Kì 28 – Làm sao để trở thành senior developer lương “nghìn đô”,https://toidicodedao.com/2019/02/21/lightning-talk-ki-28-lam-sao-de-tro-thanh-senior-developer-luong-nghin-do/,đi làm
Lightning Talk Kì 22 – Con đường phát triển (career path) sự nghiệp của lập trình viên,https://toidicodedao.com/2018/10/25/lightning-talk-ki-22-con-duong-phat-trien-career-path-su-nghiep-cua-lap-trinh-vien/,đại học
Series Lược Sử Lập Trình Web Phần 3.1 – JS framework trỗi dậy,https://toidicodedao.com/2018/07/31/series-luoc-su-lap-trinh-web-phan-3-1-js-framework-troi-day/,server side rendering
Công nghệ “hiện đại” phía sau tốc độ tải trang “chóng mặt” của Thế Giới Di Động,https://toidicodedao.com/2018/03/27/cong-nghe-tai-trang-the-gioi-di-dong/,web
Series JavaScript sida – Sự bá đạo của Async/Await trong JS,https://toidicodedao.com/2017/10/10/async-await-trong-javascript/,sida
Technical Stack là cái khỉ gì?,https://toidicodedao.com/2017/05/23/giai-thich-technical-stack-la-gi/,server
Series Nhận diện Idol: Phần 5 – Kiểm tra độ chính xác của thuật toán,https://toidicodedao.com/2017/02/28/series-nhan-dien-idol-phan-5-do-chinh-xac-thuat-toan/,xác suất thống kê
Series Bảo Mật Nhập Môn – Ẩn giấu thông tin hệ thống – Tránh con mắt người đời và kẻ xấu,https://toidicodedao.com/2016/11/01/an-thong-tin-he-thong/,thư viện
Series C# hay ho – Hello .NET Core,https://toidicodedao.com/2016/07/12/series-c-hay-ho-hello-net-core/,webform
Từ spacemacs đến init.el,https://thefullsnack.com/posts/spacemacs-to-initel.html,emacst
GIẢ LẬP MACOS TRÊN MÁY ẢO VMWARE NĂM 2020,https://viblo.asia/p/gia-lap-macos-tren-may-ao-vmware-nam-2020-jvEla7DdKkw,macos
Rõ hơn một chút về Virtual DOM trong ReactJS,https://viblo.asia/p/ro-hon-mot-chut-ve-virtual-dom-trong-reactjs-maGK70ALZj2,reactjs
Hiểu Open - Closed Principle qua ví dụ !,https://viblo.asia/p/hieu-open-closed-principle-qua-vi-du-GrLZDDJnZk0,c#
Gặp nhau cuối tuần - Tản mạn về Javascript,https://viblo.asia/s/yEZkg894ZQ0,khai báo hàm trong javascript
Hướng dẫn lập trình Shader căn bản.,https://viblo.asia/s/b85og8Mj52G,shader
Laravel in Production,https://viblo.asia/s/zD5dB8O4ZjY,logging
Series kiến thức cơ bản về CSS Box Model,https://viblo.asia/s/MnKMJG3aZ7P,css
Polymorphic Associations trong Ruby on Rails,https://viblo.asia/s/eVKByaYJ5kW,rails
Docker cho người mới bắt đầu,https://viblo.asia/s/bq5QL8qElD8,docker compose
Theo dõi dung lượng lưu trữ và cài đặt cảnh báo trên Amazon EC2,https://viblo.asia/s/z45bx8JzZxY,server monitoring
Một số kiến thức cơ bản về mạng máy tính,https://viblo.asia/s/nB5pX8vr5PG,udp
Kỹ Thuật Code theo phong cách TDD - Chân Kinh Test Đại Đi  😎,https://viblo.asia/s/QqKLv3j4l7z,message broker
Docker cho mọi người,https://viblo.asia/s/DVK2jP0rKLj,docker image
Tối ưu CSS căn bản đến chuyên nghiệp,https://viblo.asia/s/Wj53OmMG56m,scss
Hyperledger Fabric ( Private Blockchain ) cho người mới bắt đầu.,https://viblo.asia/s/MnKMJDWQZ7P,hyperledger fabric
[Dịch sách] Ebook Web Hacking 101: SĂN TIỀN THƯỞNG TỪ CÁC LỖ HỔNG BẢO MẬT WEB,https://viblo.asia/s/yDZOPvdOlwj,#web
Tự học chứng chỉ LPIC-1,https://viblo.asia/s/Am5yq0kV5db,pipe
NodeJS & Beyond,https://viblo.asia/s/z45bxjvNZxY,javascript
Tối ưu MySql từ cơ bản đến nâng cao,https://viblo.asia/s/aGK7jN295j2,optimization
Automation test - Katalon,https://viblo.asia/s/Q75wqNLQZWb,qa
Javascript - cô gái để yêu chứ không để hiểu,https://viblo.asia/s/GJ59j04pKX2,compiler
Spring security,https://viblo.asia/s/aQZRbP8GZvx,spring security
[Back To Basic],https://viblo.asia/s/375z099jZGW,javascript
Ruby & Ruby on Rails,https://viblo.asia/s/MnKMJDDDZ7P,draper
Laravel Cho người mới bắt đầu,https://viblo.asia/s/GJ59j0r9KX2,laravel
Giới thiệu về Flutter - A cross-platform mobile app SDK from Google,https://viblo.asia/s/JzKmgDAXl9N,dart
Static Site Generator với Hugo,https://viblo.asia/s/OVlYq0JVl8W,go
Series lập trình Nodejs,https://viblo.asia/s/7LKXNqkelV4,node.js
Những điều nên biết về testing,https://viblo.asia/s/pmleBz175rd,translated article
Design Pattern C#,https://viblo.asia/s/aGK7jNGx5j2,design pattern
Machine Learning thật thú vị,https://viblo.asia/s/dbZN7QNvlYM,gradient descent
Blockchain Series,https://viblo.asia/s/z45bxjPzZxY,""
Mình đã làm bể cá thông minh như thế nào,https://viblo.asia/s/eVKByjnY5kW,iot
Zimbra Mail on CentOS Server,https://viblo.asia/s/Wj53OmWp56m,server
Turtorial NodeJS,https://viblo.asia/s/7LKXNqbDlV4,express
Phân loại văn bản Tiếng Việt,https://viblo.asia/s/3m5WBN08lO7,""
8 Cấu Trúc Dữ Liệu siêu cơ bản mà dev nào cũng nên biết – Phần 1: Ôn lại về Big-O Notation và độ phức tạp,https://toidicodedao.com/2020/12/01/cau-truc-du-lieu-co-ban-p1-big-o-do-phuc-tap/,độ phức tạp
Series Phản Phác Quy Chân – Luận về nguyên lý Separation of Concerns (Chia Để Trị),https://toidicodedao.com/2020/11/18/separation-of-concerns-chia-de-tri-phan-phac-qui-chan/,thư viện
Build và deploy website để “khè” bạn bè vô cùng đơn giản với Glitch.com,https://toidicodedao.com/2020/10/27/glitch-build-web-site/,tạo domain web
12 yếu tố tạo nên 1 web app xịn xò – Lược dịch và giải thích Twelve-Factor – Phần 3,https://toidicodedao.com/2020/09/22/12-yeu-to-tao-nen-1-web-app-xin-xo-luoc-dich-va-giai-thich-twelve-factor-phan-3/,web application
"Từ chuyện cargo cult programming, đến phong cách lập trình theo kiểu “bầy đàn”",https://toidicodedao.com/2020/05/19/cargo-cult-lap-trinh-kieu-bay-dan/,senior developer
Cùng học Cờ Lao – Azure Phần 6.2: Tìm hiểu về Azure Blob và Azure File,https://toidicodedao.com/2019/08/06/cung-hoc-co-lao-azure-phan-6-2-tim-hieu-ve-azure-blob-va-azure-file/,điện toán đám mây
Những thứ mình đã học trong năm 2018,https://toidicodedao.com/2019/02/14/nhung-thu-minh-da-hoc-trong-nam-2018/,vuejs
"Giải ngố về các khái niệm IaaS, PaaS, SaaS trong Cloud Computing",https://toidicodedao.com/2018/10/23/so-sanh-iaas-paas-saas-la-gi/,điện toán đám mây
Series Lược Sử Lập Trình Web Phần 2 – Thời đại của jQuery,https://toidicodedao.com/2018/07/24/series-luoc-su-lap-trinh-web-phan-2-thoi-dai-cua-jquery/,web developer
Tìm hiểu về ELK Stack – công cụ quản lý log ngầu nhất quả đất!,https://toidicodedao.com/2018/03/20/elk-stack-logging/,youtube channel
Series Code Dạo Trời Tây – Phần 1: Tôi đã bị reject sml như thế nào,https://toidicodedao.com/2017/09/14/series-code-dao-troi-tay-phan-1-toi-da-bi-reject-sml-nhu-the-nao/,test
Sinh viên “bối rối” vì 7 điểm khác biệt giữa đi học và đi làm,https://toidicodedao.com/2017/05/18/khac-biet-di-hoc-va-di-lam/,đại học
Series Chuyện Code Chuyện Đời – Từ tối ưu code cho đến optimize cuộc sống,https://toidicodedao.com/2017/02/23/optimize-code-va-cuoc-song/,vốn sống
Series Bảo Mật Nhập Môn – Lưu trữ cookie – Tưởng không hại ai ngờ hại không tưởng,https://toidicodedao.com/2016/10/25/bao-mat-cookie/,web
Series JavaScript sida – Promise – Hứa thật nhiều thất hứa thật nhiều,https://toidicodedao.com/2016/07/05/javascript-promise/,sida
"Series JavaScript sida – Cùng làm quen và “chịch”, nhầm… nghịch ES6",https://toidicodedao.com/2016/04/05/series-javascript-sida-cung-lam-quen-va-chich-nham-nghich-es6/,source code
Lỗ hổng bảo mật khủng khiếp của Lotte Cinema (Lưu trữ mật khẩu người dùng – Tưởng dễ mà không đơn giản),https://toidicodedao.com/2015/12/22/lo-hong-bao-mat-khung-khiep-cua-lotte-cinema-luu-tru-mat-khau-nguoi-dung-tuong-de-ma-khong-don-gian/,xem phim
15 câu hỏi phỏng vấn React phổ biến,https://viblo.asia/p/15-cau-hoi-phong-van-react-pho-bien-V3m5W0PwKO7,reactjs
Docker: Chưa biết gì đến biết dùng (Phần 1- Lịch sử),https://viblo.asia/p/docker-chua-biet-gi-den-biet-dung-phan-1-lich-su-ByEZkWrEZQ0,docker compose
Simplifying APIs with coroutines and Flow,https://viblo.asia/p/simplifying-apis-with-coroutines-and-flow-gGJ59MAx5X2,flow
Pytorch Learning Series.,https://viblo.asia/s/QqKLvpYml7z,pytorch
Thủ thuật Swift - iOS,https://viblo.asia/s/nB5pX8775PG,ios
Lạc vào thế giới Java,https://viblo.asia/s/z45bx8AVZxY,java
Cùng nhau tìm hiểu về vuejs !,https://viblo.asia/s/4x5xp7Rg5BM,laravel
Tìm hiểu về Apache Kafka,https://viblo.asia/s/J3ZgB8kAKmB,mayfest
Hướng dẫn toàn diện về Trí tuệ nhân tạo với Python (Dịch),https://viblo.asia/s/o754jvELZM6,python
SOLID trong Android,https://viblo.asia/s/OVlYq8E4l8W,solid
Tổng quan về sql,https://viblo.asia/s/7LKXN8EDlV4,mayfest
"Tạo ứng dụng điểm danh sử dụng Mongodb, ExpressJS và Nodejs",https://viblo.asia/s/68Z00n1AZkG,mayfest
Tổng hợp những kiến thức Báu có được khi thực chiến với VueJS.,https://viblo.asia/s/P0lPmrXn5ox,vue router
Back to Basics: ML cơ bản cho người mất gốc (như mình),https://viblo.asia/s/eVKByaE25kW,linear regression
Một vài thủ thuật cho những dạng layout thường gặp,https://viblo.asia/s/3m5WB8evlO7,css
Sử dụng TypeScript để tạo API bảo mật với Node.js và Express,https://viblo.asia/s/P0lPmrNv5ox,api
ES6 - Từ cơ bản tới nâng cao,https://viblo.asia/s/yEZkg8dAZQ0,es6
"Tự học, Kỹ năng bản thân",https://viblo.asia/s/24lJDgy6KPM,tìm kiếm
[Flutter Series] Tự học Flutter,https://viblo.asia/s/JzKmgDQrl9N,flutter architect
100 Day Devops Series,https://viblo.asia/s/yEZkgnYxZQ0,amazon web services (aws)
Tớ đã học bảo mật cơ bản như thế nào ?,https://viblo.asia/s/68Z00JY2ZkG,xss
Một số câu hỏi liên quan đến Crypto / Hashes / Passwords,https://viblo.asia/s/375z09p1ZGW,hash
Selenium Webdriver,https://viblo.asia/s/rLZDXo62Zk0,selenium
Học tiếng Anh trong ngành IT,https://viblo.asia/s/4x5xpqba5BM,english
Hành trình chinh phục Laravel Framework,https://viblo.asia/s/nB5pXJDG5PG,laravel
Học React Native từ cơ bản đến nâng cao,https://viblo.asia/s/WrZngQkwlxw,boilerplate
CS231n Convolutional Neural Networks for Visual Recognition T,https://viblo.asia/s/nB5pXJP25PG,algorithm
Sinh viên CNTT cần biết,https://viblo.asia/s/MnKMJDGDZ7P,web development
Series ASP.NET MVC,https://viblo.asia/s/bq5QL783lD8,.net mvc
Tìm kiếm dữ liệu với Elasticsearch,https://viblo.asia/s/7LKXNq8ElV4,elasticsearch
Hướng dẫn lập trình Dapp,https://viblo.asia/s/b85ogvv052G,solidity
Kotlin for Beginner,https://viblo.asia/s/68Z00JBzZkG,android
Các thư viện JavaScript bổ ích với Laravel,https://viblo.asia/s/rLZDXorVZk0,editor
android serries hay ho,https://viblo.asia/s/jy5VB23G5ra,android
Linux advance articles,https://viblo.asia/s/WOZrgP3NlQ0,memory
Từ PHP sang nodeJS,https://viblo.asia/s/bq5QL7EElD8,node-persist
Chỉ mục(index) trong cơ sở dữ liệu,https://viblo.asia/s/WrZngQVmlxw,chỉ mục
Let's learn about Blockchain,https://viblo.asia/s/68Z00JP9ZkG,zksnark
Bảo mật hệ thống,https://viblo.asia/s/24lJDgmWKPM,security
Hibernate Caching toàn tập - Hướng dẫn có source code demo,https://viblo.asia/s/OVlYq024l8W,hibernate
"5 trang web cực hay để luyện thuật toán, học lập trình",https://toidicodedao.com/2020/04/21/5-trang-web-cuc-hay-de-luyen-thuat-toan-hoc-lap-trinh/,thuật toán
Cùng học Cờ Lao – Azure Phần 6.1: Lưu trữ file từ vài trăm MB tới hàng chục TB với Azure Storage,https://toidicodedao.com/2019/07/30/cung-hoc-co-lao-azure-phan-6-1-luu-tru-file-tu-vai-tram-mb-toi-hang-chuc-tb-voi-azure-storage/,điện toán đám mây
Những công nghệ mình chưa biết trong năm 2018,https://toidicodedao.com/2019/02/12/nhung-cong-nghe-minh-chua-biet-trong-nam-2018/,web
"Chuyện 2 cái xô trong ga tàu điện ngầm, và những con bug ko bao giờ được fix",https://toidicodedao.com/2018/10/18/chuyen-2-cai-xo-trong-ga-tau-dien-ngam-va-nhung-con-bug-ko-bao-gio-duoc-fix/,technical debt
Lập trình Web Front-end đã thay đổi như thế nào sau 10 năm – Phần 1,https://toidicodedao.com/2018/07/17/lap-trinh-web-front-end-da-thay-doi-nhu-the-nao-sau-10-nam-phan-1/,web development
"Công cụ đơn giản, bá đạo mà 69.96% sinh viên IT không biết – Phần 2 : Profiler và Command Line",https://toidicodedao.com/2018/03/13/cong-cu-sinh-vien-it-khong-biet-phan-2-profiler-command-line/,ubuntu
Series UI/UX Cho Developer – Hai hướng UX Research và UX Design,https://toidicodedao.com/2017/09/12/ux-research-va-ux-design/,web designer
Review sách: No Tech Hacking – Làm “Nắc Cơ” không cần biết công nghệ!,https://toidicodedao.com/2017/05/16/review-sach-no-tech-hacking-lam-nac-co-khong-can-biet-cong-nghe/,tấn công
Microservice có gì hot? Chuyện về cái bồn cầu và microservice,https://toidicodedao.com/2017/02/21/tong-quan-micro-service/,toilet
Series Bảo Mật Nhập Môn – Lỗ hổng bảo mật XSS nguy hiểm đến mức nào?,https://toidicodedao.com/2016/10/18/lo-hong-bao-mat-xss/,xss
Được gì mất gì khi học lập trình bằng tiếng Việt,https://toidicodedao.com/2016/06/28/khong-nen-hoc-lap-trinh-tieng-viet/,đại học
[Giải trí] Tổng hợp các comment “bá đạo” từ trước đến nay,https://toidicodedao.com/2016/03/30/giai-tri-tong-hop-cac-comment-ba-dao-tu-truoc-den-nay/,viết code
Thực trạng học lập trình của một số thanh niên hiện nay,https://toidicodedao.com/2015/12/17/thuc-trang-hoc-lap-trinh-cua-mot-so-thanh-nien-hien-nay/,đại học
NoSQL có gì hay ho – Tổng quan về NoSQL – Phần 2,https://toidicodedao.com/2015/09/29/nosql-co-gi-hay-ho-tong-quan-ve-nosql-phan-2/,tổng quan
Luận về comment code (Phong cách kiếm hiệp),https://toidicodedao.com/2015/07/09/luan-ve-comment-code-phong-cach-kiem-hiep/,độc cô cầu bại
Học ngôn ngữ lập trình nào bây giờ (Phần 2),https://toidicodedao.com/2015/01/15/hoc-ngon-ngu-lap-trinh-nao-bay-gio-phan-2/,nghề nghiệp
Hướng dẫn làm mấy cái chấm bay bay và có dây nối nó với nhau và nối với chuột bằng Canvas,https://viblo.asia/p/huong-dan-lam-may-cai-cham-bay-bay-va-co-day-noi-no-voi-nhau-va-noi-voi-chuot-bang-canvas-1VgZvDz75Aw,canvas
Cách tạo Wrapper Component trong React với Props - Phần 2,https://viblo.asia/p/cach-tao-wrapper-component-trong-react-voi-props-phan-2-Az45bPJzZxY,children
Secure coding for developers,https://viblo.asia/s/dbZN76EalYM,developer
"Không chỉ là code, mà phải code sạch, code đẹp",https://viblo.asia/s/375z0mEbZGW,coding tip
Tut about React Native,https://viblo.asia/s/P0lPmrOn5ox,styled-components
Nhật kí xây dựng hệ thống máy chấm thi lập trình tực tuyến,https://viblo.asia/s/nB5pX8nY5PG,code challenge
Kotlin - Các tính năng độc quyền mà bạn nên sử dụng,https://viblo.asia/s/P0lPmrXv5ox,delegates
Optimize wordpress,https://viblo.asia/s/nB5pX8Er5PG,wordpress
Useful posts about growthacking,https://viblo.asia/s/o754jv7QZM6,growth hacking
DevOps cùng tôi,https://viblo.asia/s/DVK2jDx0KLj,terraform
React Hook Series,https://viblo.asia/s/4x5xp7er5BM,react
SASS - Những điều cơ bản cần biết,https://viblo.asia/s/J3ZgB8QxKmB,front-end
Bài viết chia sẻ về PHP,https://viblo.asia/s/Wj53OmMQ56m,traits
Custom Wordpress,https://viblo.asia/s/z45bxjdqZxY,plugins
R programming | Ngôn ngữ lập trình R,https://viblo.asia/s/jeZ107YJKWz,machine learning
React Navigation,https://viblo.asia/s/JzKmgD9wl9N,navigation
Tìm hiểu về EJBCA,https://viblo.asia/s/WOZrgPvwlQ0,ejbca
Coding for cyris,https://viblo.asia/s/pmleBzOn5rd,performance
Tìm hiểu về Flutter,https://viblo.asia/s/Wj53Om0e56m,flutter
My favorite lists,https://viblo.asia/s/WOZrgPn7lQ0,android
Tìm hiểu về Javascript,https://viblo.asia/s/RNZqg7AG50n,node.js
Một vài thủ thuật CSS mà chính Frontend có thể còn chưa biết,https://viblo.asia/s/bq5QL7RJlD8,system font stack
javascript tips,https://viblo.asia/s/W65GEp6LZDO,javascript
Chatbot the lazy way,https://viblo.asia/s/aGK7jNGB5j2,node.js
Auto layout cho người mới bắt đầu !,https://viblo.asia/s/z45bxjPVZxY,swift
Chi tiết về material design trong android,https://viblo.asia/s/QqKLv3b0l7z,android
Xây dựng ứng dụng Viblo trên android bằng kotlin sử dụng lib jsoup,https://viblo.asia/s/aQZRbPM0Zvx,jsoup
Docker với lập trình viên web,https://viblo.asia/s/WrZngQmplxw,ruby on rails
Neural Network Fundamental,https://viblo.asia/s/W65GEpW9ZDO,machine learning
"Các hệ thống lớn sử dụng Rate Limiting để chống DDOS, hạn chế spam, bảo vệ hệ thống như thế nào? – Phần 2",https://toidicodedao.com/2020/03/24/rate-limiting-chong-ddos-p2/,token bucket
Developer học những ngôn ngữ lập trình – công nghệ gì cho dễ tìm việc?,https://toidicodedao.com/2019/07/23/hoc-ngon-ngu-lap-trinh-cong-nghe-de-tim-viec/,tìm việc lập trình
Lightning Talk Kì 27 – Khi code gặp khó khăn thì phải làm gì?,https://toidicodedao.com/2019/01/24/lightning-talk-ki-27-khi-code-gap-kho-khan-thi-phai-lam-gi/,đi làm
"Lightning Talk Kì 21 – Những điều cần lưu ý khi mới đi làm, đi thực tập",https://toidicodedao.com/2018/10/11/lightning-talk-ki-21-nhung-dieu-can-luu-y-khi-moi-di-lam-di-thuc-tap/,đi làm
Học hỏi thông qua Best Practice – Đứng trên vai những người khổng lồ,https://toidicodedao.com/2018/07/10/hoc-best-practice-programming/,system architecture
"Công cụ đơn giản, bá đạo mà 69.96% sinh viên IT không biết – Phần 1 : Unit Test và Logging",https://toidicodedao.com/2018/03/08/cong-cu-sinh-vien-it-khong-biet-phan-1-unit-test-logging/,sơn tùng
"Bắt chước Facebook và Google, cùng viết hệ thống “theo dõi” người dùng với Cookie",https://toidicodedao.com/2017/09/05/viet-he-thong-theo-doi-nguoi-dung/,web
Series Nhập Môn Lập Trình – Con đường nào cho các bạn tự học lập trình?,https://toidicodedao.com/2017/05/11/con-duong-tu-hoc-lap-trinh/,tự học lập trình
Series Nhận diện Idol: Phần 4.2 – Sử dụng Microsoft Face API để training hệ thống,https://toidicodedao.com/2017/02/14/nhan-dien-idol-phan-4-2-microsoft-face-api-training/,series nhận diện idol
Series Phản Phác Qui Chân – Học thuật toán để làm vẹo gì???,https://toidicodedao.com/2016/10/06/hoc-thuat-toan-de-lam-gi/,đại học
"Series C# hay ho: Tránh xa Web Form, CÀNG XA CÀNG TỐT",https://toidicodedao.com/2016/06/21/tranh-xa-asp-web-form/,winform
Ngày đầu đi code dạo nơi đất khách quê người – Phần 2,https://toidicodedao.com/2016/03/29/ngay-dau-di-code-dao-noi-dat-khach-que-nguoi-phan-2/,đồng nghiệp
Series C# hay ho – Tổng quan về Windows Services (WS),https://toidicodedao.com/2015/12/15/series-c-hay-ho-tong-quan-ve-windows-services-ws/,ws
NoSQL có gì hay ho – Tổng quan về NoSQL – Phần 1,https://toidicodedao.com/2015/09/24/nosql-co-gi-hay-ho-tong-quan-ve-nosql-phan-1/,tổng quan
"[Tutorial] Tạo ứng dụng chat với 50 dòng code, Firebase và AngularJS",https://toidicodedao.com/2015/07/07/tutorial-tao-ung-dung-chat-voi-50-dong-code-firebase-va-angularjs/,tutorial
Tạo dummy data với Faker và Mockaroo – Xa rồi những ngày nhập tay nhàm chán,https://toidicodedao.com/2015/03/19/tao-dummy-data-voi-faker-va-mockaroo-xa-roi-nhung-ngay-nhap-tay-nham-chan/,sql
Học ngôn ngữ lập trình nào bây giờ (Phần 1),https://toidicodedao.com/2015/01/13/hoc-ngon-ngu-lap-trinh-nao-bay-gio-phan-1/,nghề nghiệp
"Promise, Async/Await và Map/Reduce",https://thefullsnack.com/posts/javascript-promise-va-map.html,"javascriptpromise , async"
Tối ưu hiệu suất MongoDB bằng cách quản lý index,https://thefullsnack.com/posts/guest-xluffy-mongodb-improving-index.html,"guest , database , mongodbt"
Anagram và đa thức đối xứng,https://thefullsnack.com/posts/guest-dat-anagram-da-thuc-doi-xung.html,"guest , math , algorithmanagram"
"Quick and Dirty Stack, Queue and Deque in JavaScript",https://thefullsnack.com/posts/quick-and-dirty-stack-queue.html,"code , javascript , algorithmquick , queue"
Keyboard from Scratch: Prototype,https://thefullsnack.com/posts/mechkeyboard-first-part.html,"hardware , hacking , keyboard-buildingkeyboard"
Tăng tốc tính toán bằng cách chuyển hệ cơ số,https://thefullsnack.com/posts/multiply-in-different-base.html,"algorithm , matht"
Những lệnh Git cơ bản cần nhớ,https://viblo.asia/p/nhung-lenh-git-co-ban-can-nho-V3m5W1OyZO7,cau hoi ve git
Một số hàm thông dụng trong matlab để vẽ đồ thị,https://viblo.asia/p/mot-so-ham-thong-dung-trong-matlab-de-ve-do-thi-RQqKLxebK7z,""
Bạn có biết - Bí quyết thay version như thay áo,https://viblo.asia/p/ban-co-biet-bi-quyet-thay-version-nhu-thay-ao-m68Z0PRXZkG,node.js
Lập trình bất đồng bộ trong C#,https://viblo.asia/p/lap-trinh-bat-dong-bo-trong-c-DZrGNDoWkVB,.net
RSpec: sự khác nhau giữa Mocks và Stub,https://viblo.asia/p/rspec-su-khac-nhau-giua-mocks-va-stub-maGK70oAZj2,rspec
Tản mạn về unit testing trong laravel,https://viblo.asia/p/tan-man-ve-unit-testing-trong-laravel-gDVK2L40lLj,unittesting
Windowing in ReactJS (Part1),https://viblo.asia/p/windowing-in-reactjs-part1-jvEla7y6Kkw,reactjs
Mã hóa bất đối xứng,https://viblo.asia/s/68Z00ndNZkG,encryption
Learning Node.js,https://viblo.asia/s/3vKjR8nMK2R,npm
[Linux Basic Command] Sử dụng lệnh cơ bản trên Linux,https://viblo.asia/s/P0lPmrv85ox,phim tat linux
MongoDB cơ bản cho người mới,https://viblo.asia/s/Je5EjWY4KnL,mongodb
Testing căn bản,https://viblo.asia/s/jy5VB8bb5ra,sdlc
Series PhpStorm,https://viblo.asia/s/WrZng8bplxw,fix conflict
